"","DOY","Location","daily_plant_C","daily_plant_photosynthesis","daily_plant_respiration","ID"
"66","May_19","London",0.0126542681608067,0.0398960435069094,0.0272417753461027,"Medlyn"
"67","Oct_17","Albuquerque",0.00492640049288171,0.0386070428258863,0.0336806423330046,"Medlyn"
"68","Oct_17","London",-0.0115190686086659,0.00136526982586832,0.0128843384345342,"Medlyn"
"69","Oct_18","Albuquerque",-0.00316588652081497,0.0247081027620651,0.02787398928288,"Medlyn"
"70","Oct_18","London",-0.0104669049431995,0.00252561751604219,0.0129925224592416,"Medlyn"
"71","Oct_19","Albuquerque",-0.0075907082647357,0.0161299607741957,0.0237206690389314,"Medlyn"
"72","Oct_19","London",-0.00892084239916878,0.00436949625550369,0.0132903386546725,"Medlyn"
"73","Aug_17","Albuquerque",0.0620112859769189,0.134015941698415,0.0720046557214961,"Medlyn"
"74","Aug_17","London",0.157627182024806,0.19482602575015,0.0371988437253445,"Medlyn"
"75","Aug_18","Albuquerque",0.0401488115860846,0.110347586209725,0.07019877462364,"Medlyn"
"76","Aug_18","London",0.153005878579088,0.189863735373105,0.0368578567940174,"Medlyn"
"77","Aug_19","Albuquerque",-0.00809900327686944,0.0599519622944591,0.0680509655713285,"Medlyn"
"78","Aug_19","London",0.153029994640127,0.189253583175119,0.0362235885349919,"Medlyn"
"79","May_17","Albuquerque",0.115479038402885,0.143141796056643,0.0276627576537574,"Medlyn"
"80","May_17","London",0.0638200193483025,0.0835105402952555,0.0196905209469529,"Medlyn"
"81","May_18","Albuquerque",0.165430555505421,0.197045706220783,0.0316151507153616,"Medlyn"
"82","May_18","London",0.0770420716185584,0.0948753471020735,0.0178332754835151,"Medlyn"
"83","May_19","Albuquerque",0.0676797512539709,0.0910323401802349,0.023352588926264,"Medlyn"
"84","May_19","London",0.143056318667656,0.170298094013759,0.0272417753461027,"Medlyn"
"85","Oct_17","Albuquerque",0.132448901785697,0.166129544118701,0.0336806423330046,"Medlyn"
"86","Oct_17","London",0.0155926178937294,0.0284769563282636,0.0128843384345342,"Medlyn"
"87","Oct_18","Albuquerque",0.121737368651997,0.149611357934877,0.02787398928288,"Medlyn"
"88","Oct_18","London",0.0252418583294062,0.0382343807886479,0.0129925224592416,"Medlyn"
"89","Oct_19","Albuquerque",0.0962356268862652,0.119956295925197,0.0237206690389314,"Medlyn"
"90","Oct_19","London",0.0381545542895107,0.0514448929441831,0.0132903386546725,"Medlyn"
"91","Aug_17","Albuquerque",0.0584449833890456,0.130449639110542,0.0720046557214961,"Medlyn"
"92","Aug_17","London",0.135201882107846,0.172400725833191,0.0371988437253445,"Medlyn"
"93","Aug_18","Albuquerque",0.0440654754374101,0.11426425006105,0.07019877462364,"Medlyn"
"94","Aug_18","London",0.133939736829164,0.170797593623182,0.0368578567940174,"Medlyn"
"95","Aug_19","Albuquerque",-0.00150858581603527,0.0665423797552933,0.0680509655713285,"Medlyn"
"96","Aug_19","London",0.135880649406631,0.172104237941623,0.0362235885349919,"Medlyn"
"97","May_17","Albuquerque",0.125525651562294,0.153188409216052,0.0276627576537574,"Medlyn"
"98","May_17","London",0.12267107667106,0.142361597618013,0.0196905209469529,"Medlyn"
"99","May_18","Albuquerque",0.152831905513527,0.184447056228888,0.0316151507153616,"Medlyn"
"100","May_18","London",0.122646152647404,0.140479428130919,0.0178332754835151,"Medlyn"
"101","May_19","Albuquerque",0.106315903963366,0.12966849288963,0.023352588926264,"Medlyn"
"102","May_19","London",0.127852757242092,0.155094532588195,0.0272417753461027,"Medlyn"
"103","Oct_17","Albuquerque",0.109348592810712,0.143029235143716,0.0336806423330046,"Medlyn"
"104","Oct_17","London",0.0496885635043286,0.0625729019388629,0.0128843384345342,"Medlyn"
"105","Oct_18","Albuquerque",0.117108539837097,0.144982529119977,0.02787398928288,"Medlyn"
"106","Oct_18","London",0.0856411839098573,0.0986337063690989,0.0129925224592416,"Medlyn"
"107","Oct_19","Albuquerque",0.122279889448148,0.14600055848708,0.0237206690389314,"Medlyn"
"108","Oct_19","London",0.0991838587916598,0.112474197446332,0.0132903386546725,"Medlyn"
"109","Aug_17","Albuquerque",0.0267334055362644,0.0987380612577605,0.0720046557214961,"Medlyn"
"110","Aug_17","London",0.110935125293641,0.148133969018986,0.0371988437253445,"Medlyn"
"111","Aug_18","Albuquerque",0.0139903581949396,0.0841891328185796,0.07019877462364,"Medlyn"
"112","Aug_18","London",0.113001806252002,0.14985966304602,0.0368578567940174,"Medlyn"
"113","Aug_19","Albuquerque",-0.0157598121807022,0.0522911533906263,0.0680509655713285,"Medlyn"
"114","Aug_19","London",0.114808548828763,0.151032137363755,0.0362235885349919,"Medlyn"
"115","May_17","Albuquerque",0.0979324340256013,0.125595191679359,0.0276627576537574,"Medlyn"
"116","May_17","London",0.10117276633639,0.120863287283343,0.0196905209469529,"Medlyn"
"117","May_18","Albuquerque",0.123223796565149,0.154838947280511,0.0316151507153616,"Medlyn"
"118","May_18","London",0.108456989250059,0.126290264733574,0.0178332754835151,"Medlyn"
"119","May_19","Albuquerque",0.0865129349726314,0.109865523898895,0.023352588926264,"Medlyn"
"120","May_19","London",0.111632625574049,0.138874400920151,0.0272417753461027,"Medlyn"
"121","Oct_17","Albuquerque",0.0821081773267116,0.115788819659716,0.0336806423330046,"Medlyn"
"122","Oct_17","London",0.043997371094184,0.0568817095287182,0.0128843384345342,"Medlyn"
"123","Oct_18","Albuquerque",0.0952867402227166,0.123160729505597,0.02787398928288,"Medlyn"
"124","Oct_18","London",0.0668774725867342,0.0798699950459758,0.0129925224592416,"Medlyn"
"125","Oct_19","Albuquerque",0.0978227875209707,0.121543456559902,0.0237206690389314,"Medlyn"
"126","Oct_19","London",0.0787831426246115,0.0920734812792839,0.0132903386546725,"Medlyn"
"127","Aug_17","Albuquerque",0.0176529893627542,0.0896576450842503,0.0720046557214961,"Medlyn"
"128","Aug_17","London",0.0524483970647256,0.0896472407900701,0.0371988437253445,"Medlyn"
"129","Aug_18","Albuquerque",0.0178988369110228,0.0880976115346628,0.07019877462364,"Medlyn"
"130","Aug_18","London",0.0572828199636844,0.0941406767577018,0.0368578567940174,"Medlyn"
"131","Aug_19","Albuquerque",-0.00408827717867448,0.0639626883926541,0.0680509655713285,"Medlyn"
"132","Aug_19","London",0.0553947317919743,0.0916183203269662,0.0362235885349919,"Medlyn"
"133","May_17","Albuquerque",0.0369587733086034,0.0646215309623608,0.0276627576537574,"Medlyn"
"134","May_17","London",0.029670454885701,0.0493609758326539,0.0196905209469529,"Medlyn"
"135","May_18","Albuquerque",0.0438197895428825,0.0754349402582442,0.0316151507153616,"Medlyn"
"136","May_18","London",0.0354863665320278,0.0533196420155429,0.0178332754835151,"Medlyn"
"137","May_19","Albuquerque",0.025289432525757,0.0486420214520211,0.023352588926264,"Medlyn"
"138","May_19","London",0.0597843766116381,0.0870261519577408,0.0272417753461027,"Medlyn"
"139","Oct_17","Albuquerque",0.0366655011307925,0.070346143463797,0.0336806423330046,"Medlyn"
"140","Oct_17","London",0.00762600801150782,0.0205103464460421,0.0128843384345342,"Medlyn"
"141","Oct_18","Albuquerque",0.0339444992791072,0.0618184885619873,0.02787398928288,"Medlyn"
"142","Oct_18","London",0.0124928183719767,0.0254853408312183,0.0129925224592416,"Medlyn"
"143","Oct_19","Albuquerque",0.0301695917766145,0.0538902608155458,0.0237206690389314,"Medlyn"
"144","Oct_19","London",0.0179649637622429,0.0312553024169154,0.0132903386546725,"Medlyn"
"145","Aug_17","Albuquerque",-0.0352273924913051,0.036777263230191,0.0720046557214961,"Medlyn"
"146","Aug_17","London",0.0536352051846536,0.0908340489099981,0.0371988437253445,"Medlyn"
"147","Aug_18","Albuquerque",-0.0386640545830134,0.0315347200406266,0.07019877462364,"Medlyn"
"148","Aug_18","London",0.0604375915328029,0.0972954483268202,0.0368578567940174,"Medlyn"
"149","Aug_19","Albuquerque",-0.0406204554464154,0.0274305101249131,0.0680509655713285,"Medlyn"
"150","Aug_19","London",0.0598703735850221,0.0960939621200141,0.0362235885349919,"Medlyn"
"151","May_17","Albuquerque",0.0584158655467567,0.0860786232005142,0.0276627576537574,"Medlyn"
"152","May_17","London",0.0861560532644921,0.105846574211445,0.0196905209469529,"Medlyn"
"153","May_18","Albuquerque",0.0701066693494613,0.101721820064823,0.0316151507153616,"Medlyn"
"154","May_18","London",0.0909506573310992,0.108783932814614,0.0178332754835151,"Medlyn"
"155","May_19","Albuquerque",0.0641127150989521,0.0874653040252162,0.023352588926264,"Medlyn"
"156","May_19","London",0.0627758156595854,0.090017591005688,0.0272417753461027,"Medlyn"
"157","Oct_17","Albuquerque",0.0282095940572642,0.0618902363902688,0.0336806423330046,"Medlyn"
"158","Oct_17","London",0.0463106991717881,0.0591950376063223,0.0128843384345342,"Medlyn"
"159","Oct_18","Albuquerque",0.0500267460911088,0.0779007353739889,0.02787398928288,"Medlyn"
"160","Oct_18","London",0.0660601212233958,0.0790526436826375,0.0129925224592416,"Medlyn"
"161","Oct_19","Albuquerque",0.0617392785246515,0.0854599475635829,0.0237206690389314,"Medlyn"
"162","Oct_19","London",0.0715769455989232,0.0848672842535957,0.0132903386546725,"Medlyn"
"163","Aug_17","Albuquerque",0.0596869211936225,0.131691576915119,0.0720046557214961,"Medlyn"
"164","Aug_17","London",0.121304016677645,0.158502860402989,0.0371988437253445,"Medlyn"
"165","Aug_18","Albuquerque",0.0495055785485423,0.119704353172182,0.07019877462364,"Medlyn"
"166","Aug_18","London",0.12323530817886,0.160093164972878,0.0368578567940174,"Medlyn"
"167","Aug_19","Albuquerque",0.0043159210114779,0.0723668865828064,0.0680509655713285,"Medlyn"
"168","Aug_19","London",0.123430606407732,0.159654194942724,0.0362235885349919,"Medlyn"
"169","May_17","Albuquerque",0.103834562245127,0.131497319898884,0.0276627576537574,"Medlyn"
"170","May_17","London",0.100586929061591,0.120277450008544,0.0196905209469529,"Medlyn"
"171","May_18","Albuquerque",0.133382188127359,0.164997338842721,0.0316151507153616,"Medlyn"
"172","May_18","London",0.10869364915938,0.126526924642895,0.0178332754835151,"Medlyn"
"173","May_19","Albuquerque",0.0884714105187327,0.111823999444997,0.023352588926264,"Medlyn"
"174","May_19","London",0.118571335226703,0.145813110572806,0.0272417753461027,"Medlyn"
"175","Oct_17","Albuquerque",0.0962517650038999,0.129932407336905,0.0336806423330046,"Medlyn"
"176","Oct_17","London",0.0426783987600424,0.0555627371945766,0.0128843384345342,"Medlyn"
"177","Oct_18","Albuquerque",0.100977046169216,0.128851035452096,0.02787398928288,"Medlyn"
"178","Oct_18","London",0.0641119354532191,0.0771044579124607,0.0129925224592416,"Medlyn"
"179","Oct_19","Albuquerque",0.101717992058381,0.125438661097312,0.0237206690389314,"Medlyn"
"180","Oct_19","London",0.0770574971257507,0.0903478357804231,0.0132903386546725,"Medlyn"
"181","Aug_17","Albuquerque",0.0231478251646941,0.0951524808861902,0.0720046557214961,"Medlyn"
"182","Aug_17","London",0.137446986352062,0.174645830077406,0.0371988437253445,"Medlyn"
"183","Aug_18","Albuquerque",0.0008561508910022,0.0710549255146422,0.07019877462364,"Medlyn"
"184","Aug_18","London",0.133472922553463,0.170330779347481,0.0368578567940174,"Medlyn"
"185","Aug_19","Albuquerque",-0.0271334493211165,0.040917516250212,0.0680509655713285,"Medlyn"
"186","Aug_19","London",0.139550609374117,0.175774197909109,0.0362235885349919,"Medlyn"
"187","May_17","Albuquerque",0.134479648538,0.162142406191757,0.0276627576537574,"Medlyn"
"188","May_17","London",0.131740678230665,0.151431199177618,0.0196905209469529,"Medlyn"
"189","May_18","Albuquerque",0.159575999642888,0.19119115035825,0.0316151507153616,"Medlyn"
"190","May_18","London",0.125564272832635,0.14339754831615,0.0178332754835151,"Medlyn"
"191","May_19","Albuquerque",0.114717963751477,0.138070552677741,0.023352588926264,"Medlyn"
"192","May_19","London",0.12958713180013,0.156828907146232,0.0272417753461027,"Medlyn"
"193","Oct_17","Albuquerque",0.106148603238427,0.139829245571431,0.0336806423330046,"Medlyn"
"194","Oct_17","London",0.0506611543484965,0.0635454927830307,0.0128843384345342,"Medlyn"
"195","Oct_18","Albuquerque",0.124080753234195,0.151954742517075,0.02787398928288,"Medlyn"
"196","Oct_18","London",0.0928698774273859,0.105862399886628,0.0129925224592416,"Medlyn"
"197","Oct_19","Albuquerque",0.131668730164507,0.155389399203438,0.0237206690389314,"Medlyn"
"198","Oct_19","London",0.107518723062358,0.12080906171703,0.0132903386546725,"Medlyn"
"199","Aug_17","Albuquerque",0.0365686230489873,0.108573278770483,0.0720046557214961,"Medlyn"
"200","Aug_17","London",0.0974783292312428,0.134677172956587,0.0371988437253445,"Medlyn"
"201","Aug_18","Albuquerque",0.0301190224587084,0.100317797082348,0.07019877462364,"Medlyn"
"202","Aug_18","London",0.100184970241365,0.137042827035382,0.0368578567940174,"Medlyn"
"203","Aug_19","Albuquerque",-0.00271854227206198,0.0653324232992666,0.0680509655713285,"Medlyn"
"204","Aug_19","London",0.0993763891128977,0.13559997764789,0.0362235885349919,"Medlyn"
"205","May_17","Albuquerque",0.0795288009664836,0.107191558620241,0.0276627576537574,"Medlyn"
"206","May_17","London",0.0830146806633049,0.102705201610258,0.0196905209469529,"Medlyn"
"207","May_18","Albuquerque",0.103830570846655,0.135445721562017,0.0316151507153616,"Medlyn"
"208","May_18","London",0.0914805863837078,0.109313861867223,0.0178332754835151,"Medlyn"
"209","May_19","Albuquerque",0.0706304625254721,0.0939830514517362,0.023352588926264,"Medlyn"
"210","May_19","London",0.0990383200868194,0.126280095432922,0.0272417753461027,"Medlyn"
"211","Oct_17","Albuquerque",0.0705331473585519,0.104213789691556,0.0336806423330046,"Medlyn"
"212","Oct_17","London",0.0375802467870765,0.0504645852216108,0.0128843384345342,"Medlyn"
"213","Oct_18","Albuquerque",0.0771866021492158,0.105060591432096,0.02787398928288,"Medlyn"
"214","Oct_18","London",0.0514746607810053,0.0644671832402469,0.0129925224592416,"Medlyn"
"215","Oct_19","Albuquerque",0.0765583148630493,0.100278983901981,0.0237206690389314,"Medlyn"
"216","Oct_19","London",0.0609015213159166,0.074191859970589,0.0132903386546725,"Medlyn"
"217","Aug_17","Albuquerque",0.00263150573952048,0.0746361614610166,0.0720046557214961,"Medlyn"
"218","Aug_17","London",0.0416846278011035,0.078883471526448,0.0371988437253445,"Medlyn"
"219","Aug_18","Albuquerque",0.00436467732054523,0.0745634519441852,0.07019877462364,"Medlyn"
"220","Aug_18","London",0.0469076230024523,0.0837654797964697,0.0368578567940174,"Medlyn"
"221","Aug_19","Albuquerque",-0.00809349492939499,0.0599574706419336,0.0680509655713285,"Medlyn"
"222","Aug_19","London",0.0461301859883703,0.0823537745233622,0.0362235885349919,"Medlyn"
"223","May_17","Albuquerque",0.0344244855220381,0.0620872431757956,0.0276627576537574,"Medlyn"
"224","May_17","London",0.033769575015129,0.0534600959620819,0.0196905209469529,"Medlyn"
"225","May_18","Albuquerque",0.0377214228053008,0.0693365735206624,0.0316151507153616,"Medlyn"
"226","May_18","London",0.038481390383571,0.056314665867086,0.0178332754835151,"Medlyn"
"227","May_19","Albuquerque",0.0266425503951126,0.0499951393213766,0.023352588926264,"Medlyn"
"228","May_19","London",0.0514196842968575,0.0786614596429602,0.0272417753461027,"Medlyn"
"229","Oct_17","Albuquerque",0.0264523215680891,0.0601329639010937,0.0336806423330046,"Medlyn"
"230","Oct_17","London",0.0136039312701821,0.0264882697047164,0.0128843384345342,"Medlyn"
"231","Oct_18","Albuquerque",0.028913355267821,0.0567873445507011,0.02787398928288,"Medlyn"
"232","Oct_18","London",0.0181887066582682,0.0311812291175099,0.0129925224592416,"Medlyn"
"233","Oct_19","Albuquerque",0.028564953937582,0.0522856229765133,0.0237206690389314,"Medlyn"
"234","Oct_19","London",0.0226606218991744,0.0359509605538469,0.0132903386546725,"Medlyn"
"235","Aug_17","Albuquerque",0.0106106020563199,0.082615257777816,0.0720046557214961,"Medlyn"
"236","Aug_17","London",0.0958870614301354,0.13308590515548,0.0371988437253445,"Medlyn"
"237","Aug_18","Albuquerque",-0.00327360502901202,0.066925169594628,0.07019877462364,"Medlyn"
"238","Aug_18","London",0.095364830463394,0.132222687257411,0.0368578567940174,"Medlyn"
"239","Aug_19","Albuquerque",-0.0271139529241956,0.0409370126471329,0.0680509655713285,"Medlyn"
"240","Aug_19","London",0.0957975211310668,0.132021109666059,0.0362235885349919,"Medlyn"
"241","May_17","Albuquerque",0.066824367011201,0.0944871246649584,0.0276627576537574,"Medlyn"
"242","May_17","London",0.0475530209937975,0.0672435419407504,0.0196905209469529,"Medlyn"
"243","May_18","Albuquerque",0.0894740120608987,0.12108916277626,0.0316151507153616,"Medlyn"
"244","May_18","London",0.0562607401719244,0.0740940156554395,0.0178332754835151,"Medlyn"
"245","May_19","Albuquerque",0.0442665916738667,0.0676191806001308,0.023352588926264,"Medlyn"
"246","May_19","London",0.098300228887046,0.125542004233149,0.0272417753461027,"Medlyn"
"247","Oct_17","Albuquerque",0.0672318563556049,0.100912498688609,0.0336806423330046,"Medlyn"
"248","Oct_17","London",0.0158089608759479,0.0286932993104822,0.0128843384345342,"Medlyn"
"249","Oct_18","Albuquerque",0.0686787772885037,0.0965527665713837,0.02787398928288,"Medlyn"
"250","Oct_18","London",0.0224952813596408,0.0354878038188825,0.0129925224592416,"Medlyn"
"251","Oct_19","Albuquerque",0.0565471291386379,0.0802677981775692,0.0237206690389314,"Medlyn"
"252","Oct_19","London",0.0301214770323123,0.0434118156869848,0.0132903386546725,"Medlyn"
"253","Aug_17","Albuquerque",-0.0317434059513488,0.0402612497701473,0.0720046557214961,"Medlyn"
"254","Aug_17","London",0.0512837396826058,0.0884825834079502,0.0371988437253445,"Medlyn"
"255","Aug_18","Albuquerque",-0.0358000799315445,0.0343986946920955,0.07019877462364,"Medlyn"
"256","Aug_18","London",0.0581100248508741,0.0949678816448915,0.0368578567940174,"Medlyn"
"257","Aug_19","Albuquerque",-0.0396907089703773,0.0283602566009513,0.0680509655713285,"Medlyn"
"258","Aug_19","London",0.0572401138657338,0.0934637024007257,0.0362235885349919,"Medlyn"
"259","May_17","Albuquerque",0.0558927351469244,0.0835554928006818,0.0276627576537574,"Medlyn"
"260","May_17","London",0.0845948481521548,0.104285369099108,0.0196905209469529,"Medlyn"
"261","May_18","Albuquerque",0.0674369832797544,0.099052133995116,0.0316151507153616,"Medlyn"
"262","May_18","London",0.0888909794076485,0.106724254891164,0.0178332754835151,"Medlyn"
"263","May_19","Albuquerque",0.0621885269566294,0.0855411158828935,0.023352588926264,"Medlyn"
"264","May_19","London",0.0606395100435294,0.0878812853896321,0.0272417753461027,"Medlyn"
"265","Oct_17","Albuquerque",0.0270933766306697,0.0607740189636743,0.0336806423330046,"Medlyn"
"266","Oct_17","London",0.0438640513329781,0.0567483897675124,0.0128843384345342,"Medlyn"
"267","Oct_18","Albuquerque",0.0471077323471569,0.074981721630037,0.02787398928288,"Medlyn"
"268","Oct_18","London",0.0654717549052055,0.0784642773644472,0.0129925224592416,"Medlyn"
"269","Oct_19","Albuquerque",0.0589176342694718,0.0826383033084032,0.0237206690389314,"Medlyn"
"270","Oct_19","London",0.0681984314828997,0.0814887701375722,0.0132903386546725,"Medlyn"
"271","Aug_17","Albuquerque",0.0540880113178309,0.126092667039327,0.0720046557214961,"Medlyn"
"272","Aug_17","London",0.132771198671609,0.169970042396953,0.0371988437253445,"Medlyn"
"273","Aug_18","Albuquerque",0.0424082726970476,0.112607047320688,0.07019877462364,"Medlyn"
"274","Aug_18","London",0.130384980290869,0.167242837084886,0.0368578567940174,"Medlyn"
"275","Aug_19","Albuquerque",0.00178813371030533,0.0698390992816339,0.0680509655713285,"Medlyn"
"276","Aug_19","London",0.135324159475812,0.171547748010804,0.0362235885349919,"Medlyn"
"277","May_17","Albuquerque",0.133706579303986,0.161369336957744,0.0276627576537574,"Medlyn"
"278","May_17","London",0.135945934848527,0.15563645579548,0.0196905209469529,"Medlyn"
"279","May_18","Albuquerque",0.153298677261671,0.184913827977032,0.0316151507153616,"Medlyn"
"280","May_18","London",0.125691456200447,0.143524731683962,0.0178332754835151,"Medlyn"
"281","May_19","Albuquerque",0.116840777527545,0.140193366453809,0.023352588926264,"Medlyn"
"282","May_19","London",0.126390656206785,0.153632431552888,0.0272417753461027,"Medlyn"
"283","Oct_17","Albuquerque",0.105067281292962,0.138747923625966,0.0336806423330046,"Medlyn"
"284","Oct_17","London",0.0431040774995896,0.0559884159341238,0.0128843384345342,"Medlyn"
"285","Oct_18","Albuquerque",0.120711922139522,0.148585911422402,0.02787398928288,"Medlyn"
"286","Oct_18","London",0.0761935598909173,0.0891860823501589,0.0129925224592416,"Medlyn"
"287","Oct_19","Albuquerque",0.130875494232081,0.154596163271012,0.0237206690389314,"Medlyn"
"288","Oct_19","London",0.101369570249266,0.114659908903939,0.0132903386546725,"Medlyn"
"289","Aug_17","Albuquerque",0.0453918769354818,0.117396532656978,0.0720046557214961,"Medlyn"
"290","Aug_17","London",0.112679797758596,0.14987864148394,0.0371988437253445,"Medlyn"
"291","Aug_18","Albuquerque",0.0369334626378803,0.10713223726152,0.07019877462364,"Medlyn"
"292","Aug_18","London",0.114728513595678,0.151586370389695,0.0368578567940174,"Medlyn"
"293","Aug_19","Albuquerque",0.000270179950475138,0.0683211455218037,0.0680509655713285,"Medlyn"
"294","Aug_19","London",0.116449995232722,0.152673583767714,0.0362235885349919,"Medlyn"
